Dataset,Rep,Method,MSPE,MedSPE,Active,SignalSelected,NoiseSelected
nci60,15,AdEnet,204.8291341872944,119.62104995038735,44,31,13
nci60,15,LAD-Lasso,192.56276199666684,87.12342809243343,97,69,28
nci60,15,Huber-AdEnet,186.40690604888349,98.3329765846183,44,31,13
nci60,15,Tukey-AdEnet,131.07190528124795,75.77372099940509,0,0,0
nci60,15,Welsch-AdL,131.07190528124795,75.77372099940509,0,0,0
nci60,15,Welsch-AdEnet,132.2228767012017,76.31478063251735,2,2,0
nci60,16,AdL,391.63727198263217,109.34997256688787,47,31,16
nci60,16,AdEnet,391.93946951156056,109.27014141096885,47,31,16
nci60,16,LAD-Lasso,366.67038836989406,101.09414088248434,85,63,22
nci60,16,Huber-AdEnet,395.0981757866982,100.95468909208194,51,34,17
nci60,16,Tukey-AdEnet,226.492053010774,141.6939500297442,0,0,0
nci60,16,Welsch-AdL,226.492053010774,141.6939500297442,0,0,0
nci60,16,Welsch-AdEnet,226.492053010774,141.6939500297442,0,0,0
nci60,17,AdL,318.5894243810763,134.4059641891736,43,32,11
nci60,17,AdEnet,318.7722268426885,134.59652795007588,43,32,11
nci60,17,LAD-Lasso,290.31024820319067,67.78282740100659,102,77,25
nci60,17,Huber-AdEnet,321.92397965224586,143.76730540870614,45,34,11
nci60,17,Tukey-AdEnet,231.97407892127706,71.96021713265918,0,0,0
nci60,17,Welsch-AdL,231.97407892127706,71.96021713265918,0,0,0
nci60,17,Welsch-AdEnet,231.97407892127706,71.96021713265918,0,0,0
nci60,18,AdL,315.57894320908554,86.39785201291924,48,35,13
nci60,18,AdEnet,315.7265255666058,86.49762078626864,48,35,13
nci60,18,LAD-Lasso,293.43381372388035,38.57021254348533,84,61,23
nci60,18,Huber-AdEnet,306.56449460524107,82.42507251094368,42,31,11
nci60,18,Tukey-AdEnet,257.5543086125983,64.16502676978004,0,0,0
nci60,18,Welsch-AdL,257.5543086125983,64.16502676978004,0,0,0
nci60,18,Welsch-AdEnet,257.5543086125983,64.16502676978004,0,0,0
nci60,19,AdL,392.29617242050494,121.51967183656592,44,34,10
nci60,19,AdEnet,392.52943495654046,121.5785684018494,44,34,10
nci60,19,LAD-Lasso,299.50598670155006,171.21348555922413,141,112,29
nci60,19,Huber-AdEnet,378.94103453105964,119.9855964883212,45,34,11
nci60,19,Tukey-AdEnet,218.13333333333333,64.09,0,0,0
nci60,19,Welsch-AdL,218.13333333333333,64.09,0,0,0
nci60,19,Welsch-AdEnet,218.13333333333333,64.09,0,0,0
nci60,20,AdL,175.0213559959186,72.88360197644171,46,36,10
nci60,20,AdEnet,175.0213559959186,72.88360197644171,46,36,10
nci60,20,LAD-Lasso,137.43757831747405,56.352144637954794,122,96,26
nci60,20,Huber-AdEnet,162.3684215559077,66.63324847830552,46,36,10
nci60,20,Tukey-AdEnet,198.93499999999997,97.74500000000008,0,0,0
nci60,20,Welsch-AdL,198.93499999999997,97.74500000000008,0,0,0
nci60,20,Welsch-AdEnet,198.93499999999997,97.74500000000008,0,0,0
